#      xpix        ypix        flux     vel_pix    disp_pix
    -1.5127      4.5001      0.4885     -1.4417    139.6304
    -1.0127      4.5001      0.5026    -11.4034    138.8779
    -0.5127      4.5001      0.5131    -20.3016    148.0189
    -0.0127      4.5001      0.5090    -30.6731    142.7630
     0.4873      4.5001      0.5074    -41.3295    143.2695
     0.9873      4.5001      0.4904    -49.5343    141.0676
     1.4873      4.5001      0.4540    -59.5909    137.8197
     1.9873      4.5001      0.4053    -70.1641    135.0291
     2.4873      4.5001      0.3823    -78.2390    134.6451
     2.9874      4.5001      0.3571    -87.9597    138.0728
     3.4874      4.5001      0.3223    -95.5698    134.5972
     3.9874      4.5001      0.2979   -104.4559    134.7995
     4.4874      4.5001      0.2648   -109.6641    136.0246
     4.9874      4.5001      0.2502   -120.5354    130.4670
     5.4874      4.5001      0.2340   -128.6931    122.8054
     5.9874      4.5001      0.2155   -135.4239    116.2980
     6.4874      4.5001      0.1994   -143.3807    106.1107
     6.9874      4.5001      0.1807   -145.7004     99.8777
     7.4874      4.5000      0.1682   -145.0809     88.7776
     7.9874      4.5000      0.1587   -144.7022     81.2661
     8.4874      4.5000      0.1525   -144.1251     73.5372
    -8.0128      5.0000      0.1485     96.2030     88.7439
    -7.5128      5.0000      0.1587     94.8526     86.1160
    -7.0128      5.0001      0.1716     87.5667     79.0851
    -6.5128      5.0001      0.1843     78.4727     83.8502
    -6.0128      5.0001      0.1978     71.6254     87.2719
    -5.5128      5.0001      0.2207     68.7639     94.5584
    -5.0128      5.0001      0.2398     63.5381     97.7792
    -4.5128      5.0001      0.2706     58.4787    105.8391
    -4.0128      5.0001      0.2942     49.2492    109.9143
    -3.5128      5.0001      0.3173     37.0904    106.1014
    -3.0128      5.0001      0.3352     30.4893    110.5521
    -2.5127      5.0001      0.3669     20.6692    119.8899
    -2.0127      5.0001      0.3931      9.9683    131.1823
    -1.5127      5.0001      0.4089     -1.0837    135.9344
    -1.0127      5.0001      0.4106    -10.6186    138.1781
    -0.5127      5.0001      0.4091    -22.1877    137.4237
    -0.0127      5.0001      0.4213    -34.2417    134.7851
     0.4873      5.0001      0.4150    -46.5145    133.7649
     0.9873      5.0001      0.4027    -58.0194    131.5529
     1.4873      5.0001      0.3688    -64.5262    137.2485
     1.9873      5.0001      0.3531    -71.2208    131.0482
     2.4873      5.0001      0.3303    -76.3680    131.7972
     2.9874      5.0001      0.3052    -84.6306    130.0686
     3.4874      5.0001      0.2827    -96.3022    129.2858
     3.9874      5.0001      0.2615   -103.5214    127.9923
     4.4874      5.0001      0.2459   -109.4196    128.1601
     4.9874      5.0001      0.2287   -117.1259    125.7524
     5.4874      5.0001      0.2146   -125.8381    119.8458
     5.9874      5.0001      0.1964   -133.2108    110.3195
     6.4874      5.0001      0.1839   -139.6516    103.1103
     6.9874      5.0001      0.1714   -143.7478     92.8003
     7.4874      5.0000      0.1594   -143.1486     87.7844
     7.9875      5.0000      0.1515   -142.4167     91.6264
    -7.5128      5.5000      0.1506     82.6720     89.1285
    -7.0128      5.5001      0.1580     72.3699     86.1368
    -6.5128      5.5001      0.1663     67.1322     88.2255
    -6.0128      5.5001      0.1816     63.5644     91.4426
    -5.5128      5.5001      0.1944     61.2949    101.8672
    -5.0128      5.5001      0.2071     55.9545    104.5454
    -4.5128      5.5001      0.2206     52.5663    109.4949
    -4.0128      5.5001      0.2462     42.4535    111.6378
    -3.5128      5.5001      0.2700     30.1894    106.4973
    -3.0128      5.5001      0.2916     22.5416    106.9844
    -2.5127      5.5001      0.3030     14.6845    116.8559
    -2.0127      5.5001      0.3087      8.2972    125.0987
    -1.5127      5.5001      0.3310     -0.0315    127.1371
    -1.0127      5.5001      0.3409     -6.4116    126.9375
    -0.5127      5.5001      0.3454    -18.5512    126.1266
    -0.0127      5.5001      0.3412    -31.9101    126.5527
     0.4873      5.5001      0.3269    -48.4110    124.3927
     0.9873      5.5001      0.3260    -57.8952    129.0631
     1.4873      5.5001      0.3153    -64.7047    129.1828
     1.9873      5.5001      0.2991    -71.2385    133.3975
     2.4874      5.5001      0.2808    -74.0889    133.0655
     2.9874      5.5001      0.2576    -80.0951    125.2435
     3.4874      5.5001      0.2481    -89.2160    129.3012
     3.9874      5.5001      0.2373   -100.8417    125.2071
     4.4874      5.5001      0.2241   -107.7555    120.0054
     4.9874      5.5001      0.2080   -117.3502    118.2427
     5.4874      5.5001      0.1918   -123.8716    117.5091
     5.9874      5.5001      0.1806   -130.4390    105.0970
     6.4874      5.5001      0.1724   -137.6026     98.4514
     6.9874      5.5001      0.1634   -144.1986     93.2256
     7.4875      5.5000      0.1548   -143.6088     82.2968
    -8.0129      6.0000      0.1391     82.6720     89.1285
    -7.5129      6.0000      0.1397     82.6720     89.1285
    -7.0128      6.0001      0.1443     64.4975     90.6419
    -6.5128      6.0001      0.1501     60.9572     96.5689
    -6.0128      6.0001      0.1595     49.9444    103.6951
    -5.5128      6.0001      0.1736     50.5562    114.7349
    -5.0128      6.0001      0.1852     45.3398    119.0371
    -4.5128      6.0001      0.1978     40.3500    116.9464
    -4.0128      6.0001      0.2109     32.4007    111.6104
    -3.5128      6.0001      0.2247     22.7197    103.3601
    -3.0128      6.0001      0.2457     13.5980    100.5110
    -2.5128      6.0001      0.2587      9.5527    107.1822
    -2.0127      6.0001      0.2701      3.9493    114.7350
    -1.5127      6.0001      0.2785      0.3241    113.7355
    -1.0127      6.0001      0.2762     -4.5283    111.5311
    -0.5127      6.0001      0.2821    -16.6974    118.5125
    -0.0127      6.0001      0.2874    -30.8054    120.1499
     0.4873      6.0001      0.2855    -44.3358    126.7014
     0.9873      6.0001      0.2778    -55.4960    131.1907
     1.4873      6.0001      0.2659    -65.8153    131.5517
     1.9873      6.0001      0.2509    -70.0310    135.9346
     2.4874      6.0001      0.2424    -70.0158    135.7983
     2.9874      6.0001      0.2326    -73.5072    137.0089
     3.4874      6.0001      0.2182    -83.9896    136.0118
     3.9874      6.0001      0.2107    -96.5776    126.0414
     4.4874      6.0001      0.1964   -102.1062    118.4968
     4.9874      6.0001      0.1872   -113.2116    117.2786
     5.4874      6.0001      0.1769   -120.9532    117.2358
     5.9874      6.0001      0.1650   -127.8807    113.1931
     6.4874      6.0001      0.1583   -133.8069    104.6242
     6.9875      6.0001      0.1510   -136.5267    105.6247
     7.4875      6.0000      0.1488   -144.3123     82.7995
    -7.0129      6.5001      0.1314     58.5008     95.4663
    -6.5128      6.5001      0.1377     56.6851     99.3613
    -6.0128      6.5001      0.1448     49.5377    111.1469
    -5.5128      6.5001      0.1558     47.5489    126.0750
    -5.0128      6.5001      0.1640     42.8466    128.2359
    -4.5128      6.5001      0.1764     35.9441    125.9432
    -4.0128      6.5001      0.1859     26.7046    114.8573
    -3.5128      6.5001      0.1958     18.8444    107.2079
    -3.0128      6.5001      0.2051     11.9120    100.0471
    -2.5128      6.5001      0.2211      7.7804    104.5693
    -2.0127      6.5001      0.2317      3.6633    107.6382
    -1.5127      6.5001      0.2383      0.1614    108.0393
    -1.0127      6.5001      0.2408     -7.8026    112.2070
    -0.5127      6.5001      0.2438    -17.5914    115.8743
    -0.0127      6.5001      0.2488    -31.2392    123.1967
     0.4873      6.5001      0.2451    -47.3628    131.8541
     0.9873      6.5001      0.2394    -58.2544    131.2957
     1.4873      6.5001      0.2302    -66.5242    131.1274
     1.9874      6.5001      0.2261    -68.3127    131.1219
     2.4874      6.5001      0.2183    -64.5900    134.3237
     2.9874      6.5001      0.2065    -68.3062    141.4199
     3.4874      6.5001      0.1971    -79.1571    141.4351
     3.9874      6.5001      0.1876    -91.4658    126.9141
     4.4874      6.5001      0.1807    -99.0332    112.9650
     4.9874      6.5001      0.1709   -104.8690    117.1395
     5.4874      6.5001      0.1615   -112.5451    119.2133
     5.9874      6.5001      0.1514   -123.8562    120.0925
     6.4875      6.5001      0.1449   -131.8163    112.3851
     6.9875      6.5001      0.1418   -136.5267    105.6247
     7.9875      6.5000      0.1405   -136.1399     84.6100
    -6.5129      7.0001      0.1273     52.6856    102.7561
    -6.0128      7.0001      0.1334     53.2420    110.8344
    -5.5128      7.0001      0.1391     49.9282    129.7008
    -5.0128      7.0001      0.1442     43.6798    129.9095
    -4.5128      7.0001      0.1483     34.9238    128.8564
    -4.0128      7.0001      0.1608     23.6009    117.6230
    -3.5128      7.0001      0.1711     18.5672    109.4969
    -3.0128      7.0001      0.1814     12.5853    102.7907
    -2.5128      7.0001      0.1874      9.3797    101.1585
    -2.0127      7.0001      0.1903      5.0594     99.2908
    -1.5127      7.0001      0.2025     -0.8965    110.4973
    -1.0127      7.0001      0.2099    -10.5163    119.3678
    -0.5127      7.0001      0.2141    -21.2315    123.9022
    -0.0127      7.0001      0.2115    -37.1088    131.7446
     0.4873      7.0001      0.2052    -48.8868    133.3612
     0.9873      7.0001      0.2047    -59.0310    131.1039
     1.4873      7.0001      0.2024    -64.2436    123.2785
     1.9874      7.0001      0.2005    -67.9360    119.8513
     2.4874      7.0001      0.1922    -66.1847    122.5861
     2.9874      7.0001      0.1802    -68.5529    128.0630
     3.4874      7.0001      0.1747    -75.1896    130.2033
     3.9874      7.0001      0.1695    -81.4300    117.2625
     4.4874      7.0001      0.1635    -88.9852    111.7734
     4.9874      7.0001      0.1553    -99.2391    108.8967
     5.4874      7.0001      0.1445   -106.4150    114.1123
     5.9875      7.0001      0.1397   -112.5074    119.4815
     6.4875      7.0001      0.1350   -123.0709    110.6197
     6.9875      7.0001      0.1318   -127.3244    102.9130
    -6.0129      7.5001      0.1216     53.2420    110.8344
    -5.5128      7.5001      0.1259     51.1583    116.0078
    -5.0128      7.5001      0.1311     43.7121    123.1444
    -4.5128      7.5001      0.1369     29.7273    116.9330
    -4.0128      7.5001      0.1421     21.5329    115.1734
    -3.5128      7.5001      0.1494     18.4101    110.0616
    -3.0128      7.5001      0.1585     16.8989    101.6838
    -2.5128      7.5001      0.1640     13.8712     98.8640
    -2.0128      7.5001      0.1708      9.3662    105.5102
    -1.5127      7.5001      0.1749      1.3191    116.9714
    -1.0127      7.5001      0.1798     -9.2248    127.8462
    -0.5127      7.5001      0.1832    -17.7310    134.5613
    -0.0127      7.5001      0.1800    -29.3127    139.0977
     0.4873      7.5001      0.1818    -43.9032    132.3348
     0.9873      7.5001      0.1786    -54.1365    130.0796
     1.4873      7.5001      0.1725    -63.4176    117.9561
     1.9874      7.5001      0.1682    -69.0427    112.3485
     2.4874      7.5001      0.1654    -70.4188    114.8059
     2.9874      7.5001      0.1634    -70.1940    115.7666
     3.4874      7.5001      0.1555    -73.3186    121.2530
     3.9874      7.5001      0.1503    -82.1758    113.8617
     4.4874      7.5001      0.1431    -88.6773    107.0805
     4.9874      7.5001      0.1397    -92.4945    104.3532
     5.4875      7.5001      0.1358    -98.8056    108.3574
     5.9875      7.5001      0.1309   -107.7374    109.0005
     6.4875      7.5001      0.1278   -115.0239     96.4126
    -6.5129      8.0001      0.1124     52.6856    102.7561
    -6.0129      8.0001      0.1115     30.3579    109.3089
    -5.5129      8.0001      0.1126     30.3579    109.3089
    -5.0128      8.0001      0.1187     27.5865    107.2053
    -4.5128      8.0001      0.1258     20.0266    109.1260
    -4.0128      8.0001      0.1298     18.7497    106.0251
    -3.5128      8.0001      0.1330     19.0144    104.4318
    -3.0128      8.0001      0.1363     21.7416    101.9542
    -2.5128      8.0001      0.1446     24.0119    104.3287
    -2.0128      8.0001      0.1516     18.0356    106.8374
    -1.5127      8.0001      0.1543      8.2575    117.9795
    -1.0127      8.0001      0.1556     -1.9333    128.1450
    -0.5127      8.0001      0.1558    -13.8708    132.8964
    -0.0127      8.0001      0.1600    -25.0228    133.5264
     0.4873      8.0001      0.1613    -35.1125    134.0978
     0.9873      8.0001      0.1592    -47.3740    129.1061
     1.4873      8.0001      0.1541    -59.2207    120.2277
     1.9874      8.0001      0.1511    -61.9868    118.9282
     2.4874      8.0001      0.1482    -65.3329    118.7465
     2.9874      8.0001      0.1462    -68.5933    117.0018
     3.4874      8.0001      0.1413    -80.0824    119.7453
     3.9874      8.0001      0.1363    -80.0824    119.7453
     4.4874      8.0001      0.1322    -88.6773    107.0805
     4.9874      8.0001      0.1281    -91.0706     99.6588
     5.4875      8.0001      0.1258    -97.3517     98.3219
     5.9875      8.0001      0.1238   -107.7374    109.0005
    -5.5129      8.5001      0.1032     30.3579    109.3089
    -5.0128      8.5001      0.1074     27.5865    107.2053
    -4.5128      8.5001      0.1104     20.0266    109.1260
    -4.0128      8.5001      0.1163     20.7470    100.6063
    -3.5128      8.5001      0.1198     28.9647     95.7937
    -3.0128      8.5001      0.1240     29.7201     95.5739
    -2.5128      8.5001      0.1274     24.0119    104.3287
    -2.0128      8.5001      0.1291     18.0356    106.8374
    -1.5127      8.5001      0.1350      9.6489    111.0742
    -1.0127      8.5001      0.1370      2.7427    114.0194
    -0.5127      8.5001      0.1393     -4.6740    120.9725
    -0.0127      8.5001      0.1397    -17.7421    121.1166
     0.4873      8.5001      0.1394    -30.7648    124.3879
     0.9873      8.5001      0.1411    -39.8163    123.9912
     1.4873      8.5001      0.1383    -50.8903    123.5105
     1.9874      8.5001      0.1361    -60.4845    124.8345
     2.4874      8.5001      0.1327    -62.3961    128.9401
     2.9874      8.5001      0.1291    -69.8464    124.8846
     3.4874      8.5001      0.1285    -80.0824    119.7453
     3.9874      8.5001      0.1247    -81.3360    120.7845
     4.4874      8.5001      0.1207    -83.1844    115.5499
     4.9875      8.5001      0.1170    -91.0706     99.6588
     5.4875      8.5001      0.1145    -97.3517     98.3219
     5.9875      8.5001      0.1158    -97.3517     98.3219
     6.4875      8.5001      0.1174   -115.0239     96.4126
    -5.5129      9.0001      0.0955     30.3579    109.3089
    -5.0129      9.0001      0.0983     14.6220     85.9868
    -4.5128      9.0001      0.1025     14.6220     85.9868
    -4.0128      9.0001      0.1052     22.2325     92.1970
    -3.5128      9.0001      0.1081     28.9647     95.7937
    -3.0128      9.0001      0.1128     29.7201     95.5739
    -2.5128      9.0001      0.1151      4.8914    113.4231
    -2.0128      9.0001      0.1188      4.8914    113.4231
    -1.5127      9.0001      0.1206    -12.1887    119.5735
    -1.0127      9.0001      0.1235      0.0243    111.1693
    -0.5127      9.0001      0.1255     -2.5883    106.9431
    -0.0127      9.0001      0.1242    -10.8334    101.6054
     0.4873      9.0001      0.1262    -23.6123     88.4337
     0.9873      9.0001      0.1263    -33.9797     94.8010
     1.4874      9.0001      0.1241    -43.6187    107.0696
     1.9874      9.0001      0.1216    -51.3128    119.7102
     2.4874      9.0001      0.1203    -62.3961    128.9401
     2.9874      9.0001      0.1194    -69.8464    124.8846
     3.4874      9.0001      0.1177    -69.6952    131.7367
     3.9874      9.0001      0.1152    -76.5753    129.9214
     4.4874      9.0001      0.1106    -82.2656    137.4642
     4.9875      9.0001      0.1082   -104.5008     84.6260
     5.4875      9.0001      0.1066   -104.5008     84.6260
    -5.0129      9.5001      0.0931     14.6220     85.9868
    -4.5128      9.5001      0.0957     14.6220     85.9868
    -4.0128      9.5001      0.0989     22.2325     92.1970
    -3.5128      9.5001      0.1017     22.2325     92.1970
    -3.0128      9.5001      0.1048     29.7201     95.5739
    -2.5128      9.5001      0.1077      4.8914    113.4231
    -2.0128      9.5001      0.1092      4.8914    113.4231
    -1.5127      9.5001      0.1117    -12.1887    119.5735
    -1.0127      9.5001      0.1147    -14.6496    121.5335
    -0.5127      9.5001      0.1149     -2.5883    106.9431
    -0.0127      9.5001      0.1166    -12.0433     87.6607
     0.4873      9.5001      0.1159    -23.6123     88.4337
     0.9873      9.5001      0.1164    -33.9797     94.8010
     1.4874      9.5001      0.1176    -43.6187    107.0696
     1.9874      9.5001      0.1157    -51.3128    119.7102
     2.4874      9.5001      0.1139    -51.3128    119.7102
     2.9874      9.5001      0.1122    -69.6952    131.7367
     3.4874      9.5001      0.1108    -69.6952    131.7367
     3.9874      9.5001      0.1105    -82.2656    137.4642
     4.4875      9.5001      0.1067    -82.2656    137.4642
     5.4875      9.5001      0.1011   -104.5008     84.6260
     1.9874     10.0001      0.1129    -51.3128    119.7102
     4.4875     10.0001      0.1049    -82.2656    137.4642
