#      xpix        ypix        flux     vel_pix    disp_pix
     4.4873     -1.9999      0.5448    -88.3667    150.2550
     4.9873     -1.9999      0.4735    -97.7907    143.2561
     5.4873     -1.9999      0.4064   -104.6092    138.8565
     5.9873     -1.9999      0.3449   -115.1525    134.5245
     6.4873     -1.9999      0.3113   -119.2797    126.7949
     6.9873     -1.9999      0.2675   -122.3663    123.8503
     7.4873     -2.0000      0.2336   -125.3567    112.5453
     7.9873     -2.0000      0.2020   -130.6613    103.6252
     8.4873     -2.0000      0.1758   -130.0993     94.8659
     8.9872     -2.0000      0.1609   -128.8920     90.8584
     9.4872     -2.0000      0.1478   -124.2538     93.8485
     9.9872     -2.0000      0.1405   -128.8299     87.5828
    -9.5127     -1.5000      0.1640    166.0774     85.6512
    -9.0127     -1.5000      0.1776    162.2962     94.8630
    -8.5127     -1.5000      0.1936    160.6534    100.9623
    -8.0127     -1.5000      0.2171    156.1865    115.1872
    -7.5127     -1.5000      0.2422    155.7143    113.9867
    -7.0127     -1.4999      0.2690    156.5363    120.9285
    -6.5127     -1.4999      0.3016    157.1419    126.0218
    -6.0127     -1.4999      0.3354    152.3088    132.0008
    -5.5127     -1.4999      0.3913    141.5779    142.6089
    -5.0127     -1.4999      0.4500    126.9255    150.8429
    -4.5127     -1.4999      0.5438    112.4065    160.3592
    -4.0127     -1.4999      0.6629     99.6729    169.2403
    -3.5127     -1.4999      0.7829     91.2559    178.6088
    -3.0127     -1.4999      1.0471     85.9927    181.9851
    -2.5127     -1.4999      1.3164     80.5803    182.2319
    -2.0127     -1.4999      1.6859     72.4616    182.4539
    -1.5127     -1.4999      2.1273     63.8489    185.6027
    -1.0127     -1.4999      2.5751     51.6092    193.5211
    -0.5127     -1.4999      3.0030     36.9642    201.2402
    -0.0127     -1.4999      3.1956     22.5140    206.9759
     0.4873     -1.4999      3.0721      1.8444    208.4664
     0.9873     -1.4999      2.7112    -12.3472    207.5360
     1.4873     -1.4999      2.1450    -28.1667    201.5907
     1.9873     -1.4999      1.5871    -42.2283    190.5407
     2.4873     -1.4999      1.3136    -50.8801    182.8547
     2.9873     -1.4999      0.9969    -59.7005    173.7800
     3.4873     -1.4999      0.8141    -72.4484    171.2205
     3.9873     -1.4999      0.7082    -83.8044    161.5157
     4.4873     -1.4999      0.5907    -92.0450    159.8195
     4.9873     -1.4999      0.5068   -102.3695    151.9841
     5.4873     -1.4999      0.4255   -109.5609    149.5002
     5.9873     -1.4999      0.3663   -117.1159    141.3629
     6.4873     -1.4999      0.3270   -121.2336    137.5459
     6.9873     -1.4999      0.2844   -126.2468    127.8342
     7.4873     -1.5000      0.2455   -127.5905    108.1700
     7.9873     -1.5000      0.2118   -131.1507     94.5026
     8.4873     -1.5000      0.1870   -129.0893     85.7477
     8.9873     -1.5000      0.1695   -128.9573     85.0809
     9.4873     -1.5000      0.1538   -126.6051     93.2852
     9.9873     -1.5000      0.1410   -134.5640     89.3026
   -10.5127     -1.0001      0.1489    152.3838     78.7662
   -10.0127     -1.0000      0.1575    152.3838     78.7662
    -9.5127     -1.0000      0.1682    157.4047     79.5552
    -9.0127     -1.0000      0.1805    157.7791     90.5871
    -8.5127     -1.0000      0.1993    155.3259    106.7195
    -8.0127     -1.0000      0.2216    153.8283    116.1686
    -7.5127     -1.0000      0.2443    149.8166    117.5102
    -7.0127     -0.9999      0.2816    149.3673    130.6389
    -6.5127     -0.9999      0.3136    147.3702    135.6716
    -6.0127     -0.9999      0.3579    142.5579    143.1229
    -5.5127     -0.9999      0.4123    135.0293    147.7256
    -5.0127     -0.9999      0.4681    122.4170    154.7534
    -4.5127     -0.9999      0.5850    110.6728    157.9307
    -4.0127     -0.9999      0.7058     98.4762    170.0614
    -3.5127     -0.9999      0.9092     91.4783    169.6752
    -3.0127     -0.9999      1.1743     83.5231    176.6806
    -2.5127     -0.9999      1.5013     77.4119    177.5911
    -2.0127     -0.9999      2.0071     70.3932    179.0662
    -1.5127     -0.9999      2.6892     59.2104    188.9173
    -1.0127     -0.9999      3.3933     46.8701    197.8300
    -0.5127     -0.9999      3.9198     30.8138    206.6334
    -0.0127     -0.9999      4.1431     14.6964    213.1049
     0.4873     -0.9999      4.0013     -2.3098    216.1923
     0.9873     -0.9999      3.3726    -18.3799    214.3204
     1.4873     -0.9999      2.6324    -32.9107    206.1049
     1.9873     -0.9999      1.9993    -48.2144    198.7340
     2.4873     -0.9999      1.4778    -61.1849    182.6271
     2.9873     -0.9999      1.1469    -70.2634    175.2916
     3.4873     -0.9999      0.8619    -82.8817    169.5292
     3.9873     -0.9999      0.7384    -90.3815    162.6547
     4.4873     -0.9999      0.6232    -98.3293    158.9788
     4.9873     -0.9999      0.5289   -105.9493    159.6721
     5.4873     -0.9999      0.4519   -113.2034    157.3825
     5.9873     -0.9999      0.3769   -121.2691    149.6057
     6.4873     -0.9999      0.3339   -122.9692    143.8284
     6.9873     -0.9999      0.2897   -125.0125    129.1191
     7.4873     -1.0000      0.2531   -130.0392    111.2752
     7.9873     -1.0000      0.2238   -130.4642     91.6143
     8.4873     -1.0000      0.1927   -129.9277     83.4993
     8.9873     -1.0000      0.1769   -131.3563     80.5387
     9.4873     -1.0000      0.1590   -134.5851     87.7632
     9.9873     -1.0000      0.1431   -141.6654     83.4897
    10.4873     -1.0001      0.1316   -150.7325     69.0264
   -10.0127     -0.5000      0.1537    152.3838     78.7662
    -9.5127     -0.5000      0.1686    151.7829     82.2220
    -9.0127     -0.5000      0.1812    153.2302     93.1742
    -8.5127     -0.5000      0.1994    152.4163    106.2639
    -8.0127     -0.5000      0.2227    152.9580    113.6257
    -7.5127     -0.5000      0.2484    148.6394    117.3643
    -7.0127     -0.4999      0.2882    145.9599    128.6040
    -6.5127     -0.4999      0.3207    138.6062    141.4646
    -6.0127     -0.4999      0.3648    134.8566    148.2951
    -5.5127     -0.4999      0.4241    128.5987    151.2909
    -5.0127     -0.4999      0.4853    115.6766    156.9102
    -4.5127     -0.4999      0.6113    104.3933    159.7912
    -4.0127     -0.4999      0.7379     95.3240    167.4918
    -3.5127     -0.4999      0.9463     88.3235    163.6916
    -3.0127     -0.4999      1.2485     81.3776    175.4604
    -2.5127     -0.4999      1.6057     75.5080    180.3806
    -2.0127     -0.4999      2.3422     68.8583    185.8114
    -1.5127     -0.4999      3.1781     55.0725    195.4748
    -1.0127     -0.4999      4.1104     41.1650    204.3404
    -0.5127     -0.4999      4.7021     26.6442    210.3156
    -0.0127     -0.4999      4.9325      7.4613    214.9334
     0.4873     -0.4999      4.8207    -10.6812    216.7034
     0.9873     -0.4999      3.8776    -26.8249    210.9858
     1.4873     -0.4999      3.0057    -41.7148    207.2370
     1.9873     -0.4999      2.1545    -55.2905    195.8116
     2.4873     -0.4999      1.6294    -68.3932    184.6197
     2.9873     -0.4999      1.2307    -77.8598    180.0460
     3.4873     -0.4999      0.9011    -90.4747    173.9068
     3.9873     -0.4999      0.7688    -96.3615    162.0262
     4.4873     -0.4999      0.6263   -103.6493    158.3513
     4.9873     -0.4999      0.5319   -112.3059    156.5211
     5.4873     -0.4999      0.4533   -121.3533    154.3631
     5.9873     -0.4999      0.3863   -125.0487    151.4243
     6.4873     -0.4999      0.3391   -126.0331    146.8818
     6.9873     -0.4999      0.2885   -127.8997    137.5592
     7.4873     -0.5000      0.2526   -128.8017    119.7176
     7.9873     -0.5000      0.2236   -132.0029    102.3363
     8.4873     -0.5000      0.2015   -133.8275     93.4927
     8.9873     -0.5000      0.1834   -139.2577     92.7771
     9.4873     -0.5000      0.1630   -140.5427     96.4889
     9.9873     -0.5000      0.1463   -142.3912     96.5995
    10.4873     -0.5001      0.1332   -152.0753     83.8549
    10.9873     -0.5001      0.1255   -156.3509     90.8987
   -10.5127     -0.0001      0.1402    136.9856    111.4973
   -10.0127     -0.0000      0.1515    141.9595     93.8791
    -9.5127     -0.0000      0.1642    146.0276     88.1135
    -9.0127     -0.0000      0.1798    149.6542     97.7213
    -8.5127      0.0000      0.1977    150.4692    106.9527
    -8.0127      0.0000      0.2235    147.8597    120.4354
    -7.5127      0.0000      0.2510    144.5528    121.4511
    -7.0127      0.0001      0.2835    141.4227    131.9770
    -6.5127      0.0001      0.3221    135.5284    140.3793
    -6.0127      0.0001      0.3638    131.3396    144.7307
    -5.5127      0.0001      0.4304    120.0798    153.9218
    -5.0127      0.0001      0.5003    109.6108    155.6781
    -4.5127      0.0001      0.6061     98.0554    161.7448
    -4.0127      0.0001      0.7463     90.5167    164.4459
    -3.5127      0.0001      0.8974     83.3189    166.4452
    -3.0127      0.0001      1.2604     75.7146    178.8078
    -2.5127      0.0001      1.6213     71.4708    187.8506
    -2.0127      0.0001      2.3269     62.6058    187.9063
    -1.5127      0.0001      3.3883     49.4966    201.0298
    -1.0127      0.0001      4.3060     34.3488    206.8388
    -0.5127      0.0001      5.1372     17.4361    207.9095
    -0.0127      0.0001      5.3390      0.8389    214.2388
     0.4873      0.0001      4.9573    -19.1704    214.9667
     0.9873      0.0001      4.1562    -36.5121    215.2934
     1.4873      0.0001      3.1431    -49.3229    208.2921
     1.9873      0.0001      2.0539    -63.6623    192.5383
     2.4873      0.0001      1.6656    -73.0709    186.5762
     2.9873      0.0001      1.2453    -82.1759    180.1718
     3.4873      0.0001      0.9310    -91.4617    170.3973
     3.9873      0.0001      0.7760   -100.3925    160.2265
     4.4873      0.0001      0.6145   -109.8708    157.0339
     4.9873      0.0001      0.5244   -119.0253    152.7288
     5.4873      0.0001      0.4491   -126.3184    151.8796
     5.9873      0.0001      0.3877   -129.2559    145.4955
     6.4873      0.0001      0.3366   -131.6858    138.6291
     6.9873      0.0001      0.2862   -132.5787    136.0432
     7.4873      0.0000      0.2518   -135.1320    124.1077
     7.9873      0.0000      0.2247   -136.7828    115.2490
     8.4873      0.0000      0.2042   -140.3805    111.5649
     8.9873     -0.0000      0.1853   -142.8326    105.4821
     9.4873     -0.0000      0.1660   -143.8973    104.0625
     9.9873     -0.0000      0.1475   -147.0537    105.4049
    10.4873     -0.0001      0.1347   -149.1959    111.9966
    10.9873     -0.0001      0.1263   -156.3509     90.8987
   -10.5127      0.4999      0.1406    136.9856    111.4973
   -10.0127      0.5000      0.1501    136.9933    108.4793
    -9.5127      0.5000      0.1641    142.7382    104.2941
    -9.0127      0.5000      0.1781    143.1163    103.7403
    -8.5127      0.5000      0.1976    145.1236    110.2167
    -8.0127      0.5000      0.2228    143.4958    119.8047
    -7.5127      0.5000      0.2466    141.4754    120.9367
    -7.0127      0.5001      0.2853    139.3972    127.0885
    -6.5127      0.5001      0.3224    130.8373    134.2780
    -6.0127      0.5001      0.3730    121.6502    141.6757
    -5.5127      0.5001      0.4378    111.2637    148.9159
    -5.0127      0.5001      0.4943    100.8593    155.0257
    -4.5127      0.5001      0.6109     94.4451    155.4023
    -4.0127      0.5001      0.7396     84.4663    160.5700
    -3.5127      0.5001      0.9469     76.2323    159.8005
    -3.0127      0.5001      1.2255     68.5014    178.3939
    -2.5127      0.5001      1.5525     63.5363    186.2888
    -2.0127      0.5001      2.2043     57.7240    198.9781
    -1.5127      0.5001      3.0590     44.7445    201.9989
    -1.0127      0.5001      4.0716     29.0533    210.7235
    -0.5127      0.5001      4.6965     12.8713    213.2223
    -0.0127      0.5001      5.0332     -9.4797    216.1725
     0.4873      0.5001      4.8511    -27.4137    215.5809
     0.9873      0.5001      4.1204    -45.7727    207.8920
     1.4873      0.5001      2.9768    -56.0570    205.5474
     1.9873      0.5001      2.1531    -69.7516    194.5893
     2.4873      0.5001      1.5646    -78.8784    188.8388
     2.9873      0.5001      1.2192    -86.3558    174.9741
     3.4873      0.5001      0.9034    -94.9971    168.9181
     3.9873      0.5001      0.7445   -102.7353    159.9160
     4.4873      0.5001      0.6081   -114.0668    155.5840
     4.9873      0.5001      0.5056   -124.1649    147.5624
     5.4873      0.5001      0.4415   -130.1778    142.8432
     5.9873      0.5001      0.3703   -135.8756    139.7713
     6.4873      0.5001      0.3260   -138.4810    130.8913
     6.9873      0.5001      0.2833   -141.0218    122.7709
     7.4873      0.5000      0.2497   -145.7458    114.1133
     7.9873      0.5000      0.2259   -145.7257    110.9138
     8.4873      0.5000      0.1983   -142.0869    110.2974
     8.9873      0.5000      0.1819   -147.2531    103.5475
     9.4873      0.5000      0.1625   -149.1919     99.3544
     9.9873      0.5000      0.1463   -148.2591    107.0987
    10.4873      0.4999      0.1345   -148.2212    123.9848
   -10.5127      0.9999      0.1427    129.5970     84.1785
   -10.0127      1.0000      0.1486    129.5970     84.1785
    -9.5127      1.0000      0.1619    136.7829    115.0542
    -9.0127      1.0000      0.1749    138.2045    109.7775
    -8.5127      1.0000      0.1966    139.0318    113.5665
    -8.0127      1.0000      0.2200    138.9682    113.0397
    -7.5127      1.0000      0.2427    136.4834    114.7906
    -7.0127      1.0001      0.2820    132.1100    119.2776
    -6.5127      1.0001      0.3184    124.3292    128.4490
    -6.0127      1.0001      0.3734    112.5870    135.2906
    -5.5127      1.0001      0.4345    104.0712    144.1544
    -5.0127      1.0001      0.4881     92.8987    148.7614
    -4.5127      1.0001      0.5887     86.0119    153.2680
    -4.0127      1.0001      0.7096     78.0944    157.1619
    -3.5127      1.0001      0.9052     69.5134    154.2374
    -3.0127      1.0001      1.1587     63.1937    171.9992
    -2.5127      1.0001      1.4244     57.9424    183.2427
    -2.0127      1.0001      1.7799     51.5140    193.8033
    -1.5127      1.0001      2.5121     40.2229    198.1690
    -1.0127      1.0001      3.2285     24.8418    208.2706
    -0.5127      1.0001      3.8281      7.1846    208.5053
    -0.0127      1.0001      4.1649    -15.4816    212.2771
     0.4873      1.0001      4.0967    -37.6760    208.2693
     0.9873      1.0001      3.5259    -47.7178    204.0134
     1.4873      1.0001      2.6830    -58.0097    201.4616
     1.9873      1.0001      1.9141    -73.1919    194.9119
     2.4873      1.0001      1.4106    -82.1738    186.0082
     2.9873      1.0001      1.0739    -88.2813    178.9918
     3.4873      1.0001      0.8354    -96.0124    171.0967
     3.9873      1.0001      0.7054   -105.5331    160.2367
     4.4873      1.0001      0.5718   -116.5935    153.2931
     4.9873      1.0001      0.4760   -127.6070    144.5815
     5.4873      1.0001      0.4094   -134.8332    140.1444
     5.9873      1.0001      0.3536   -140.8368    134.0119
     6.4873      1.0001      0.3166   -144.8993    122.8166
     6.9873      1.0001      0.2752   -148.5102    114.3748
     7.4873      1.0000      0.2408   -151.6700    107.0272
     7.9873      1.0000      0.2170   -152.2153    107.6540
     8.4873      1.0000      0.1953   -147.8118    104.7814
     8.9873      1.0000      0.1771   -147.8568     97.2601
     9.4873      1.0000      0.1596   -151.9744     89.6589
     9.9873      1.0000      0.1454   -151.8953     95.5288
   -10.5128      1.4999      0.1435    129.5970     84.1785
   -10.0128      1.5000      0.1484    129.5970     84.1785
    -9.5128      1.5000      0.1559    135.7818    100.3167
    -9.0128      1.5000      0.1710    138.2292    105.3228
    -8.5127      1.5000      0.1900    136.8849    105.8089
    -8.0127      1.5000      0.2156    136.3385    111.3011
    -7.5127      1.5000      0.2388    132.8733    110.3924
    -7.0127      1.5001      0.2704    127.8924    114.9991
    -6.5127      1.5001      0.3099    117.6369    119.6670
    -6.0127      1.5001      0.3558    108.1954    128.0622
    -5.5127      1.5001      0.4227     96.5433    136.8981
    -5.0127      1.5001      0.4776     88.7985    143.8002
    -4.5127      1.5001      0.5609     81.1992    151.5439
    -4.0127      1.5001      0.6680     72.7814    154.6244
    -3.5127      1.5001      0.7885     64.5900    157.3559
    -3.0127      1.5001      1.0447     56.9043    162.1396
    -2.5127      1.5001      1.2708     52.2921    175.3517
    -2.0127      1.5001      1.5848     45.9808    184.3743
    -1.5127      1.5001      1.9796     34.6430    192.3740
    -1.0127      1.5001      2.3776     19.9765    196.2964
    -0.5127      1.5001      2.9496      3.7657    200.4013
    -0.0127      1.5001      3.1179    -17.8084    204.9894
     0.4873      1.5001      3.0870    -36.1153    201.7431
     0.9873      1.5001      2.6861    -47.2585    198.7335
     1.4873      1.5001      2.1115    -59.7309    196.9588
     1.9873      1.5001      1.4520    -75.1259    186.4240
     2.4873      1.5001      1.2238    -84.0743    180.3923
     2.9873      1.5001      0.9801    -91.9905    175.3758
     3.4873      1.5001      0.7539    -97.0816    169.9918
     3.9873      1.5001      0.6373   -107.8512    158.6544
     4.4873      1.5001      0.5042   -118.8585    148.3734
     4.9873      1.5001      0.4431   -129.7116    141.4813
     5.4873      1.5001      0.3847   -140.3118    140.6968
     5.9873      1.5001      0.3323   -143.9787    134.6463
     6.4873      1.5001      0.2993   -150.3596    123.9561
     6.9873      1.5001      0.2584   -154.9365    105.5634
     7.4873      1.5000      0.2317   -155.3588    101.2850
     7.9874      1.5000      0.2078   -153.8311    105.0223
     8.4874      1.5000      0.1869   -152.5648    100.8064
     8.9874      1.5000      0.1698   -147.9471     88.3286
     9.4874      1.5000      0.1552   -148.6107     83.1618
     9.9874      1.5000      0.1461   -145.6806     88.0564
    10.4874      1.4999      0.1396   -145.6806     88.0564
    -9.5128      2.0000      0.1507    134.7191     90.8056
    -9.0128      2.0000      0.1641    134.8811    102.0018
    -8.5128      2.0000      0.1826    133.5593    104.4225
    -8.0128      2.0000      0.2069    130.1523    103.7626
    -7.5128      2.0000      0.2257    128.8315    101.7103
    -7.0128      2.0001      0.2620    125.6901    103.7595
    -6.5127      2.0001      0.2976    116.2511    112.3424
    -6.0127      2.0001      0.3449    104.3540    118.1935
    -5.5127      2.0001      0.4014     95.1560    125.5290
    -5.0127      2.0001      0.4521     84.8584    135.7425
    -4.5127      2.0001      0.5405     77.8568    144.2126
    -4.0127      2.0001      0.6269     70.7407    150.9214
    -3.5127      2.0001      0.7425     58.9168    153.2350
    -3.0127      2.0001      0.8879     50.0943    159.4247
    -2.5127      2.0001      1.0673     43.9821    165.9012
    -2.0127      2.0001      1.3422     39.0536    173.1353
    -1.5127      2.0001      1.6284     28.9181    182.9448
    -1.0127      2.0001      1.9068     17.0291    190.3529
    -0.5127      2.0001      2.0289      3.1675    195.3340
    -0.0127      2.0001      2.2736    -12.4205    197.6089
     0.4873      2.0001      2.2078    -29.5242    198.6800
     0.9873      2.0001      1.9419    -49.2684    195.5880
     1.4873      2.0001      1.4702    -63.8476    185.3472
     1.9873      2.0001      1.2733    -74.1759    182.9115
     2.4873      2.0001      1.0602    -83.3203    180.6060
     2.9873      2.0001      0.8419    -91.2716    176.1905
     3.4873      2.0001      0.6630   -100.5147    165.3007
     3.9873      2.0001      0.5582   -107.3397    157.7729
     4.4873      2.0001      0.4822   -118.1085    146.2382
     4.9873      2.0001      0.4157   -129.3939    142.1655
     5.4873      2.0001      0.3625   -140.9208    142.7758
     5.9874      2.0001      0.3101   -148.7741    137.4758
     6.4874      2.0001      0.2789   -154.2084    122.4693
     6.9874      2.0001      0.2515   -158.9248    107.3212
     7.4874      2.0000      0.2246   -159.1644     98.1033
     7.9874      2.0000      0.2016   -156.4419    100.7194
     8.4874      2.0000      0.1761   -151.6252    102.0540
     8.9874      2.0000      0.1627   -145.3762     87.7929
     9.4874      2.0000      0.1537   -141.8118     77.5838
    10.4874      1.9999      0.1437   -145.6806     88.0564
    -9.5128      2.5000      0.1471    133.2307     85.5817
    -9.0128      2.5000      0.1594    128.7499     97.5076
    -8.5128      2.5000      0.1757    128.8618     97.1408
    -8.0128      2.5000      0.1954    125.7560     95.8457
    -7.5128      2.5000      0.2128    125.3263     91.6352
    -7.0128      2.5001      0.2463    122.9646     96.0063
    -6.5128      2.5001      0.2788    113.5257    106.6260
    -6.0128      2.5001      0.3256    102.0250    108.7475
    -5.5127      2.5001      0.3710     92.9387    119.0113
    -5.0127      2.5001      0.4194     83.0434    125.8456
    -4.5127      2.5001      0.4874     73.5204    136.2715
    -4.0127      2.5001      0.5669     63.1573    144.8017
    -3.5127      2.5001      0.6680     53.5339    142.8520
    -3.0127      2.5001      0.7685     43.7679    151.5326
    -2.5127      2.5001      0.8815     35.8640    156.3925
    -2.0127      2.5001      0.9869     30.4316    157.9346
    -1.5127      2.5001      1.2286     23.4458    172.5981
    -1.0127      2.5001      1.3933     12.2880    181.2480
    -0.5127      2.5001      1.4953     -3.5025    188.2766
    -0.0127      2.5001      1.5160    -19.6023    190.9971
     0.4873      2.5001      1.4050    -35.7313    185.8479
     0.9873      2.5001      1.3416    -54.5205    187.8358
     1.4873      2.5001      1.1911    -61.4703    185.6842
     1.9873      2.5001      1.0102    -71.1078    184.5451
     2.4873      2.5001      0.8498    -81.5760    174.2547
     2.9873      2.5001      0.6826    -90.2633    171.0800
     3.4873      2.5001      0.5794   -100.6017    165.1529
     3.9873      2.5001      0.5097   -108.1283    153.7659
     4.4873      2.5001      0.4369   -118.1224    143.9676
     4.9874      2.5001      0.3774   -128.0260    137.4346
     5.4874      2.5001      0.3244   -141.1518    138.1983
     5.9874      2.5001      0.2890   -147.7826    136.7487
     6.4874      2.5001      0.2663   -154.6938    120.8986
     6.9874      2.5001      0.2405   -161.4460    104.9592
     7.4874      2.5000      0.2143   -160.9024     91.4215
     7.9874      2.5000      0.1908   -157.8810     92.7418
     8.4874      2.5000      0.1728   -149.1696     94.3715
     8.9874      2.5000      0.1596   -141.8173     81.4197
     9.4874      2.5000      0.1502   -135.2106     84.2279
    -9.0128      3.0000      0.1588    124.9876     97.5884
    -8.5128      3.0000      0.1678    120.5080     94.3334
    -8.0128      3.0000      0.1842    120.9295     91.3171
    -7.5128      3.0000      0.2039    122.3731     89.7069
    -7.0128      3.0001      0.2296    118.5745     94.0036
    -6.5128      3.0001      0.2614    110.2866    100.8059
    -6.0128      3.0001      0.2892    101.2586    101.0835
    -5.5128      3.0001      0.3414     89.4111    108.7094
    -5.0128      3.0001      0.3867     80.8566    114.2538
    -4.5127      3.0001      0.4439     70.0767    125.0458
    -4.0127      3.0001      0.5008     58.0938    132.3918
    -3.5127      3.0001      0.5590     48.0540    136.2312
    -3.0127      3.0001      0.6631     37.0051    140.7303
    -2.5127      3.0001      0.7503     29.8848    148.9010
    -2.0127      3.0001      0.8375     22.5839    154.4511
    -1.5127      3.0001      0.8959     15.0403    163.6758
    -1.0127      3.0001      1.0129      7.0627    170.4160
    -0.5127      3.0001      1.0729     -9.0202    184.3217
    -0.0127      3.0001      1.0480    -28.4949    176.9001
     0.4873      3.0001      1.0831    -42.9170    178.7280
     0.9873      3.0001      0.9969    -53.2329    178.0979
     1.4873      3.0001      0.8866    -59.5629    172.0541
     1.9873      3.0001      0.7339    -68.7705    170.0570
     2.4873      3.0001      0.6700    -77.5772    165.9304
     2.9873      3.0001      0.5938    -88.0926    166.2070
     3.4873      3.0001      0.5031    -99.1861    158.5931
     3.9873      3.0001      0.4437   -108.4877    146.8856
     4.4874      3.0001      0.3742   -116.9592    133.4334
     4.9874      3.0001      0.3388   -123.5729    134.2260
     5.4874      3.0001      0.3041   -136.7194    132.8318
     5.9874      3.0001      0.2694   -147.6797    130.8452
     6.4874      3.0001      0.2480   -155.7061    117.9840
     6.9874      3.0001      0.2236   -158.8748    103.5527
     7.4874      3.0000      0.2031   -160.1711     88.8044
     7.9874      3.0000      0.1854   -157.6811     87.9679
     8.4874      3.0000      0.1695   -149.7338     84.9451
     8.9874      3.0000      0.1579   -141.7739     80.7835
    -9.0128      3.5000      0.1547    121.0952     94.0099
    -8.5128      3.5000      0.1613    116.5817     96.4305
    -8.0128      3.5000      0.1735    116.0011     93.2141
    -7.5128      3.5000      0.1892    118.0408     90.7080
    -7.0128      3.5001      0.2184    113.9149     90.0265
    -6.5128      3.5001      0.2423    106.5477     94.5286
    -6.0128      3.5001      0.2713     95.9657     96.5931
    -5.5128      3.5001      0.3050     85.8880     96.8526
    -5.0128      3.5001      0.3467     76.6771    103.6397
    -4.5128      3.5001      0.4053     66.4263    115.3213
    -4.0127      3.5001      0.4522     54.7879    125.9978
    -3.5127      3.5001      0.4983     45.1524    128.9532
    -3.0127      3.5001      0.5371     35.6288    131.9923
    -2.5127      3.5001      0.6190     26.1711    137.0796
    -2.0127      3.5001      0.6912     16.7416    143.4296
    -1.5127      3.5001      0.7453      5.1569    154.9096
    -1.0127      3.5001      0.7694     -4.0193    159.5858
    -0.5127      3.5001      0.7848    -15.2241    162.9882
    -0.0127      3.5001      0.8275    -28.9462    163.1536
     0.4873      3.5001      0.8151    -40.1630    166.7166
     0.9873      3.5001      0.7714    -51.1113    165.2018
     1.4873      3.5001      0.6721    -56.4144    156.2013
     1.9873      3.5001      0.6306    -65.9416    156.8991
     2.4873      3.5001      0.5777    -77.1380    158.4458
     2.9873      3.5001      0.5054    -86.3624    159.2405
     3.4873      3.5001      0.4357    -99.9781    152.1349
     3.9874      3.5001      0.3850   -110.4932    139.7459
     4.4874      3.5001      0.3469   -113.8135    132.1084
     4.9874      3.5001      0.3123   -122.5220    130.8520
     5.4874      3.5001      0.2817   -133.9492    130.8096
     5.9874      3.5001      0.2500   -144.6380    123.2479
     6.4874      3.5001      0.2303   -150.8565    114.2204
     6.9874      3.5001      0.2114   -155.7052     98.2388
     7.4874      3.5000      0.1941   -156.6954     87.8210
     7.9874      3.5000      0.1787   -152.7680     86.7720
     8.4874      3.5000      0.1644   -148.2133     74.3962
    -8.5128      4.0000      0.1508    107.4875    101.3853
    -8.0128      4.0000      0.1607    111.6206     94.1456
    -7.5128      4.0000      0.1756    109.9360     91.9102
    -7.0128      4.0001      0.1992    107.3875     88.9823
    -6.5128      4.0001      0.2207     99.4149     92.0926
    -6.0128      4.0001      0.2495     89.3414     86.4382
    -5.5128      4.0001      0.2771     81.9922     92.4754
    -5.0128      4.0001      0.3086     72.6605     97.4970
    -4.5128      4.0001      0.3485     64.0384    105.7745
    -4.0128      4.0001      0.3934     52.9952    117.4912
    -3.5127      4.0001      0.4419     44.6574    120.8843
    -3.0127      4.0001      0.4748     35.2954    123.1729
    -2.5127      4.0001      0.5128     22.7790    127.8574
    -2.0127      4.0001      0.5384      9.9282    135.0324
    -1.5127      4.0001      0.5984     -1.5521    146.9524
    -1.0127      4.0001      0.6279     -8.2019    151.4683
    -0.5127      4.0001      0.6400    -17.0782    154.9489
    -0.0127      4.0001      0.6380    -27.3925    154.7786
     0.4873      4.0001      0.6011    -37.6826    149.7514
     0.9873      4.0001      0.5959    -46.2899    149.5022
     1.4873      4.0001      0.5641    -56.0122    148.8832
     1.9873      4.0001      0.5183    -65.7654    151.4445
     2.4873      4.0001      0.4709    -75.4879    146.8169
     2.9873      4.0001      0.4084    -85.2150    150.4026
     3.4874      4.0001      0.3771    -98.4447    142.9692
     3.9874      4.0001      0.3450   -106.8605    138.0531
     4.4874      4.0001      0.3105   -113.1718    132.3852
     4.9874      4.0001      0.2802   -121.4957    133.1442
     5.4874      4.0001      0.2511   -132.2037    124.9091
     5.9874      4.0001      0.2337   -137.9775    123.0128
     6.4874      4.0001      0.2165   -147.1956    111.7926
     6.9874      4.0001      0.1980   -149.4390    101.3963
     7.4874      4.0000      0.1808   -150.0912     88.6425
     7.9874      4.0000      0.1676   -150.2307     79.4575
     8.4874      4.0000      0.1621   -148.2133     74.3962
     8.9874      4.0000      0.1575   -144.5449     68.4892
    -8.0128      4.5000      0.1519    108.6086     98.3147
    -7.5128      4.5000      0.1657    103.1548     90.0182
    -7.0128      4.5001      0.1823     96.7185     88.8607
    -6.5128      4.5001      0.2023     91.4750     90.1603
    -6.0128      4.5001      0.2172     81.9057     86.0406
    -5.5128      4.5001      0.2482     75.9902     91.0351
    -5.0128      4.5001      0.2749     69.3277     98.0317
    -4.5128      4.5001      0.3069     61.9660    104.2727
    -4.0128      4.5001      0.3386     52.2893    111.4668
    -3.5128      4.5001      0.3690     42.9260    113.9904
    -3.0127      4.5001      0.4096     32.6621    117.5226
    -2.5127      4.5001      0.4390     22.1487    122.3310
    -2.0127      4.5001      0.4671      9.4018    132.5416
